PARTICIPANT|SENTNUM|SENTENCE|CODE|COMPILED
EBA1_PRE_CB_Sarna_9_5_essay_03348_F|9|But a coral polyp has a saclike body and a mouth surrounded by stinging tentacles.|bck|NA
EBA1_PRE_CB_Sarna_9_5_essay_03348_F|10|But coral polyps range of the in size from tiny to up to a foot in diameter.|bck|NA
EBA1_PRE_CB_Sarna_9_5_essay_03348_F|11|Corals live in colonies that are made up of many polyps.|bck|NA
EBA1_PRE_CB_Sarna_9_5_essay_03348_F|12|Polyps use limestone from seawater to build a hard skeleton.|bck|NA
EBA1_PRE_CB_Sarna_9_5_essay_03348_F|13|This hard skeleton protects the delicate body of the polyp.|bck|NA
EBA1_PRE_CB_Sarna_9_5_essay_03348_F|14|But some of the corals reefs are only found in a clear, shallow tropical waters.|bck|NA
EBA1_PRE_CB_Sarna_9_5_essay_03348_F|15|But it was because algae, called zooanthellae, that live in a coral tissues and need light for photosynthesis.|bck|NA
EBA1_PRE_CB_Sarna_9_5_Essays_03344_F|1|Coral bleaching rates vary at different times by many reasons.|50|11 - 12 - 13 - 50; 7 - 50
EBA1_PRE_CB_Sarna_9_5_Essays_03344_F|2|One reason is that when theres Hurricanes and tropical storms they bring fresh water to salty water and causes the salt levels of the ocean to decrease and the corals need the salt to survive.|11 - 12 -13 - 50|11 - 12 - 13 - 50; 7 - 50
EBA1_PRE_CB_Sarna_9_5_Essays_03344_F|3|Another Reason, it that some destructive Practices include blast fishing and tourist droping anchors or walking on reefs cause damage too.|bck|11 - 12 - 13 - 50; 7 - 50
EBA1_PRE_CB_Sarna_9_5_Essays_03344_F|4|Another reason that causes coral bleaching is enviromental stressers can threaten the coral and the zooxanthallae algae.|50|11 - 12 - 13 - 50; 7 - 50
EBA1_PRE_CB_Sarna_9_5_Essays_03344_F|5|The algae and the coral need eachother to survive because they use eachother?s nutrients to live.|bck|11 - 12 - 13 - 50; 7 - 50
EBA1_PRE_CB_Sarna_9_5_Essays_03344_F|6|Another reason for coral bleaching is the death of the zooxanthellae algae.|7 - 50|11 - 12 - 13 - 50; 7 - 50
EBA1_PRE_CB_Sarna_9_5_Essays_03344_F|7|Those are all the reasons why coral is bleaching.||11 - 12 - 13 - 50; 7 - 50
EBA1_PRE_CB_Sarna_9_5_Essays_03345_F|1|They happen in different times because it all depends on the water.|bck|NA
EBA1_PRE_CB_Sarna_9_5_Essays_03345_F|2|Like the diagram shows the water can have high wind strength or low wind strength.|bck|NA
EBA1_PRE_CB_Sarna_9_5_Essays_03345_F|3|In 1998 they had the lowest wind strength so not that many corals were infected because of the wind.|1|NA
EBA1_PRE_CB_Sarna_9_5_Essays_03345_F|4|When the water tempeture increases the carbon dioxide decreases and because of this the corals start to get threatend because the carbon dioxide helps the coral stay alive and healthy.|3 - 4 - 6|NA
EBA1_PRE_CB_Sarna_9_5_Essays_03345_F|5|Corals cant be in salty water because that harms them.|bck|NA
EBA1_PRE_CB_Sarna_9_5_Essays_03345_F|6|When it rains it helps the coral because the saltyness decreases.|11 - 13|NA
EBA1_PRE_CB_Sarna_9_7_essay_03363_F|1|Coral bleaching vary because I guess sometimes they just don?t get the right temperature.|V3-50|NA
EBA1_PRE_CB_Sarna_9_7_essay_03363_F|2|The watm water movement happens on the water east ward and causes climate changes/shifting trade winds,|V1-2|NA
EBA1_PRE_CB_Sarna_9_7_essay_03363_F|3|I can support this evidence with the 2 graphs (trade winds and coral bleaching) looking on the year 1998.|nd|NA
EBA1_PRE_CB_Sarna_9_7_essay_03363_F|4|Not having the right temperature this is because the process of photosynthesis needs a required temperature to happen and because corals or polyps eat from it too. |bck|NA
EBA1_PRE_CB_Sarna_9_7_essay_03363_F|5|The saltiness of the water also effects the corals.|bck|NA
EBA1_PRE_CB_Sarna_9_7_essay_03363_F|6|The whole coral bleeching is about the changes in the temperature and ocean.|50; v3|NA
EBA1_PRE_CB_Sarna_9_7_Essays_03355_F|1|Coral bleaching rates vary at different times because it depends where the coral reefs live at.|50|2 - 3 - 4 - 5 - 50; 6 - 7 - 50
EBA1_PRE_CB_Sarna_9_7_Essays_03355_F|2|Every few years winds are altered.|v1|2 - 3 - 4 - 5 - 50; 6 - 7 - 50
EBA1_PRE_CB_Sarna_9_7_Essays_03355_F|3|This causes the trade winds to weaken or completely change direction.|1|2 - 3 - 4 - 5 - 50; 6 - 7 - 50
EBA1_PRE_CB_Sarna_9_7_Essays_03355_F|4|Also, because in order for corals to live they must be in a water temperatures between 70-85°F.|bck|2 - 3 - 4 - 5 - 50; 6 - 7 - 50
EBA1_PRE_CB_Sarna_9_7_Essays_03355_F|5|However, when surface water shifts eastward, ocean waters temperature can increase by 3-5°F and in some places the water temperature can increase over 10°F above the customary range.|2 - 3|2 - 3 - 4 - 5 - 50; 6 - 7 - 50
EBA1_PRE_CB_Sarna_9_7_Essays_03355_F|6|This is not healthy because if the water temperature increases too much, the corals might be in danger.|3|2 - 3 - 4 - 5 - 50; 6 - 7 - 50
EBA1_PRE_CB_Sarna_9_7_Essays_03355_F|7|Another reason why coral bleaching rates vary at different times is because the process of photosynthesis is sensitive to changes in water temperature.|v3 - v5 - 50|2 - 3 - 4 - 5 - 50; 6 - 7 - 50
EBA1_PRE_CB_Sarna_9_7_Essays_03355_F|8|If the water temperature increases, the solubility of carbon dioxide in water decreases.|3 - 4|2 - 3 - 4 - 5 - 50; 6 - 7 - 50
EBA1_PRE_CB_Sarna_9_7_Essays_03355_F|9|The decrease in carbon dioxide disrupts the process of photosynthesis and this will not keep the corals healthy.|4 - 5|2 - 3 - 4 - 5 - 50; 6 - 7 - 50
EBA1_PRE_CB_Sarna_9_7_Essays_03355_F|10|Finally, coral bleaching rates can happen at different times depending on the zooxanthellae.|50|2 - 3 - 4 - 5 - 50; 6 - 7 - 50
EBA1_PRE_CB_Sarna_9_7_Essays_03355_F|11|The zooxanthellae has a symbiotic relationship with the corals so they both benefit from eachother.|bck|2 - 3 - 4 - 5 - 50; 6 - 7 - 50
EBA1_PRE_CB_Sarna_9_7_Essays_03355_F|12|If the zooxanthallae dies, the corals will bleach and turn white.|7 - 50|2 - 3 - 4 - 5 - 50; 6 - 7 - 50
EBA1_PRE_CB_Sarna_9_7_Essays_03355_F|13|Increased stress on the corals from the environment like blast fishing, tourists who drop anchors can cause the coral to eject the zooxanthallae and then the corals will bleach and make the corals diseased.|6 - 7 - 50|2 - 3 - 4 - 5 - 50; 6 - 7 - 50
EBA1_PRE_CB_Sarna_9_7_Essays_03355_F|14|If the coral goes for too long without zooxanthallae, bleaching can result in death.|bck|2 - 3 - 4 - 5 - 50; 6 - 7 - 50
EBA1_PRE_CB_Sarna_9_7_Essays_03355_F|15|Coral bleaching can happen at different times because the wind and temperature can affect it, also the food they eat like zooxantheallae.||2 - 3 - 4 - 5 - 50; 6 - 7 - 50
EBA1_PRE_CB_Sarna_9_7_Essays_03356_F|1|Coral bleaching rates vary at different times because in the text it states that every few years, trade winds are altered.|v1 - 50|1 - 2 - 3 - 50
EBA1_PRE_CB_Sarna_9_7_Essays_03356_F|2|They weaken or reverse direction.|1|1 - 2 - 3 - 50
EBA1_PRE_CB_Sarna_9_7_Essays_03356_F|3|Under these circumstances, warm surface waters travel eastwards.|1 - 2|1 - 2 - 3 - 50
EBA1_PRE_CB_Sarna_9_7_Essays_03356_F|4|This movement causes the central & eastern pacific Regions to warm up.|2 - 3|1 - 2 - 3 - 50
EBA1_PRE_CB_Sarna_9_7_Essays_03356_F|5|On the graph it shows that when the wind weakens the temperature rises.|1 - v3|1 - 2 - 3 - 50
EBA1_PRE_CB_Sarna_9_7_Essays_03356_F|6|On the other graph it shows that when the wind weakend and the temperature rose, the number of countries reporting coral bleaching was high.|1 - 50; v3 - 50|1 - 2 - 3 - 50
EBA1_PRE_CB_Sarna_9_7_Essays_03356_F|7|Reef building coral need water temperature between 70-85°F.|bck|1 - 2 - 3 - 50
EBA1_PRE_CB_Sarna_9_7_Essays_03356_F|8|When temperature increases it threatens the health of coral reefs salinity also threatens their health.|v3|1 - 2 - 3 - 50
EBA1_PRE_CB_Sarna_9_7_Essays_03356_F|9|This happens during storms.|11|1 - 2 - 3 - 50
EBA1_PRE_CB_Sarna_9_7_Essays_03356_F|10|These are reasons how and why coral bleaching rates vary at different times.||1 - 2 - 3 - 50
EBA1_PRE_CB_Sarna_9_7_Essays_03357_F|1|Coral bleaching rates vary at different times due to the weather.|50|6 - 7 - 50
EBA1_PRE_CB_Sarna_9_7_Essays_03357_F|2|Also due to the tourist that go.|nd|6 - 7 - 50
EBA1_PRE_CB_Sarna_9_7_Essays_03357_F|3|So coral bleaching isn?t always the same its different because of the food that they need and they don?t get which is what makes it different.|50|6 - 7 - 50
EBA1_PRE_CB_Sarna_9_7_Essays_03357_F|4|Also due to what is making the coral bleach that is how much the rate will change and won?t be the same.|50|6 - 7 - 50
EBA1_PRE_CB_Sarna_9_7_Essays_03357_F|5|To start of, there are rates that vary due to the weather.|nd|6 - 7 - 50
EBA1_PRE_CB_Sarna_9_7_Essays_03357_F|6|Since it says that reef-building corals need water temperatures between 70-85°F.|bck|6 - 7 - 50
EBA1_PRE_CB_Sarna_9_7_Essays_03357_F|7|Photosynthesis is sensitive to change in water temperature.|v3|6 - 7 - 50
EBA1_PRE_CB_Sarna_9_7_Essays_03357_F|8|This affects the coral since it feeds off from sugar and the sugar creates algae from the light the sun gives which is the process of photosynthesis.|bck|6 - 7 - 50
EBA1_PRE_CB_Sarna_9_7_Essays_03357_F|9|This is are the way coral rates vary.|bck|6 - 7 - 50
EBA1_PRE_CB_Sarna_9_7_Essays_03357_F|10|When storms drop fresh water into the ocean, the salinity drops.|11 - 12 - 13|6 - 7 - 50
EBA1_PRE_CB_Sarna_9_7_Essays_03357_F|11|This drop in salinity threatens the balance necessary to keep corals healthy.|13|6 - 7 - 50
EBA1_PRE_CB_Sarna_9_7_Essays_03357_F|12|Another way that explains why coral bleaching rates vary at different times is due to the tourists that go on oceans.|50|6 - 7 - 50
EBA1_PRE_CB_Sarna_9_7_Essays_03357_F|13|Corals can sustain physical damage from some destructive practices.|bck|6 - 7 - 50
EBA1_PRE_CB_Sarna_9_7_Essays_03357_F|14|Examples of this include blast fishing and tourists who drop anchors or walk on reefs.|bck|6 - 7 - 50
EBA1_PRE_CB_Sarna_9_7_Essays_03357_F|15|This affects reefs because they are being steped on.|nd|6 - 7 - 50
EBA1_PRE_CB_Sarna_9_7_Essays_03357_F|16|Who knows maybe they can get damaged due to this.|nd|6 - 7 - 50
EBA1_PRE_CB_Sarna_9_7_Essays_03357_F|17|But also since the coral reefs can get stuck on anchors or can get droped off.|bck|6 - 7 - 50
EBA1_PRE_CB_Sarna_9_7_Essays_03357_F|18|However, there is also another thing that shows why coral bleaching rates vary at different times.|50|6 - 7 - 50
EBA1_PRE_CB_Sarna_9_7_Essays_03357_F|19|This is due to the fact that whereby corals are loosing their coloring.|bck|6 - 7 - 50
EBA1_PRE_CB_Sarna_9_7_Essays_03357_F|20|Also due to the increasing stress on corals from the environment force to the coral to ejet their food-producing algae.|6 - 7 - 50|6 - 7 - 50
EBA1_PRE_CB_Sarna_9_7_Essays_03357_F|21|This result in a bleaching event that makes corals vulnerable to disease and starvation.|7 - 50|6 - 7 - 50
EBA1_PRE_CB_Sarna_9_7_Essays_03357_F|22|Also if the coral goes to long without zooxanthallae, bleaching can result to dead.|7; v50|6 - 7 - 50
EBA1_PRE_CB_Sarna_9_7_Essays_03357_F|23|This is how coral bleaching rates vary at different times.|50|6 - 7 - 50
EBA1_PRE_CB_Sarna_9_7_Essays_03358_F|1|?Coral bleaching happens when the coral doesn?t get the right amount of food or nutrients needed to live.|50|7 - 50; 1 - 3 - 50
EBA1_PRE_CB_Sarna_9_7_Essays_03358_F|2|The corals need zooxanthallae to live and by the years pass the amount of zooxanthallae decreases wich makes the coral bleach.|v7 - 50|7 - 50; 1 - 3 - 50
EBA1_PRE_CB_Sarna_9_7_Essays_03358_F|3|Another reason why coral bleaching occurs would be because of the water tempetures around the world.|v3 - 50|7 - 50; 1 - 3 - 50
EBA1_PRE_CB_Sarna_9_7_Essays_03358_F|4|The water is already warm because the wind has moved it to different spots then the sun warms the water wich makes it hard to make photosinthesis or food for the corals.|v1 - 3 - 5|7 - 50; 1 - 3 - 50
EBA1_PRE_CB_Sarna_9_7_Essays_03358_F|5|Coral bleaching rates vary at different times because of the wind.|v1 - 50|7 - 50; 1 - 3 - 50
EBA1_PRE_CB_Sarna_9_7_Essays_03358_F|6|On the graphs shown to me I found a pattern wich was, The higher the water tempeture the lower the wind strenght and the lower the wind strenght the higher the water tempeture.|3 -er 1; 1 - 3|7 - 50; 1 - 3 - 50
EBA1_PRE_CB_Sarna_9_7_Essays_03358_F|7| On my graph I also found that in the year 1998-99 the wind strength was really wear and it had a high amount of water tempeture.|v1 - 3|7 - 50; 1 - 3 - 50
EBA1_PRE_CB_Sarna_9_7_Essays_03358_F|8|I also noticed on my second graph that in the year 1998 the severe number of coral bleaching was higher than 70.|50|7 - 50; 1 - 3 - 50
EBA1_PRE_CB_Sarna_9_7_Essays_03358_F|9|The usual colors of corals are bright like orange yellow blue green many other variaty of colors that come from corals. In my opinion white should not be one of those colors.|bck|7 - 50; 1 - 3 - 50
EBA1_PRE_CB_Sarna_9_7_Essays_03358_F|10|All around the pacific ocean close to North America and Asia and Papua New Guinea there has been alot of colral bleaching.|50|7 - 50; 1 - 3 - 50
EBA1_PRE_CB_Sarna_9_7_Essays_03358_F|11|This might be because of the human activity around the with the fishing and fisherman hurting the corals.|bck|7 - 50; 1 - 3 - 50
EBA1_PRE_CB_Sarna_9_7_Essays_03358_F|12|Coral bleaching also means that the corals are dying not good.|50|7 - 50; 1 - 3 - 50
EBA1_PRE_CB_Sarna_9_7_Essays_03358_F|13|Those are some reasons coral bleaching happen and the more reasons why we should preserve corals.|50|7 - 50; 1 - 3 - 50
EBA1_PRE_CB_Sarna_9_7_Essays_03359_F|1|?I think that coral bleaching rates change at different times because of maniy 3 reasons.|50|NA
EBA1_PRE_CB_Sarna_9_7_Essays_03359_F|2|In the article about ?the background? it stated that one of the big factors on the bleaching of corals is because the change in the wind.|v1 - 50|NA
EBA1_PRE_CB_Sarna_9_7_Essays_03359_F|3|Another factor that is stated is the temperature of the ocean.|v3 - 50|NA
EBA1_PRE_CB_Sarna_9_7_Essays_03359_F|4|Finally, I think that the rates change by ocean currents.|bck|NA
EBA1_PRE_CB_Sarna_9_7_Essays_03359_F|5|The change in the wind is a big factor on coral bleaching rates when the wind blows in a certain direction that affects the temperature.|v1 - 50|NA
EBA1_PRE_CB_Sarna_9_7_Essays_03359_F|6|The wind that is being blown in a direction can be either cold or warm changing the temperature.|v1 - v3|NA
EBA1_PRE_CB_Sarna_9_7_Essays_03359_F|7|When the temperature is change is affects the zooxanthellae process of phonosinthisis which give the coral color.|v3 - v5|NA
EBA1_PRE_CB_Sarna_9_7_Essays_03359_F|8|It all dipends when the direction of the wind changes.|v1|NA
EBA1_PRE_CB_Sarna_9_7_Essays_03360_F|1|Coral bleaching rates vary at different times because every few years the trade winds change direction going opposite and some last over about 6 months.|v1 - 50|3 - 4 - 50
EBA1_PRE_CB_Sarna_9_7_Essays_03360_F|2|This causes major shifts in the worlds climate.|bck|3 - 4 - 50
EBA1_PRE_CB_Sarna_9_7_Essays_03360_F|3|Also the graph of this shows how mostly every 5 years the water temps get higher, the same report for the coral bleaching it gets severe each 5 years.|3; 50|3 - 4 - 50
EBA1_PRE_CB_Sarna_9_7_Essays_03360_F|4|Coral bleaching also vary at different times because when water temperatures increase the solubility of carbon dioxide decrease and whent carbon dioxide decreases this disruption threatens the delicate balance required to keep corals healthy.|3 - 4 - 50|3 - 4 - 50
EBA1_PRE_CB_Sarna_9_7_Essays_03360_F|5|Also when storms drop fresh water in the ocean the salinity drops and the salinity threatens the balance necessary to keep the corals healthy.|11 - 12 - 13|3 - 4 - 50
EBA1_PRE_CB_Sarna_9_7_Essays_03360_F|6|Of the corals do not get zooxanthellae that passes food they make from the sun?s energy to the coral the coral can die causing bleaching death to it.|7|3 - 4 - 50
EBA1_PRE_CB_Sarna_9_7_Essays_03360_F|7|This is how and why coral bleaching rates vary at different times.|50|3 - 4 - 50
EBA1_PRE_CB_Sarna_9_7_Essays_03360_F|8|This were the reason why and how coral bleaching occurs.|50|3 - 4 - 50
EBA1_PRE_CB_Sarna_9_7_Essays_03362_F|1|Coral bleaching rates vary at different times because when the temp. Increases, the carbon dioxide decreases and creates a distruption that threatens the balence to keep the corals healthy.|v3 - 4 - 50|4 - 50
EBA1_PRE_CB_Sarna_9_7_Essays_03362_F|2|When storms, like excessive rain fall or hurricanes, drops cold water and threatens the corals health because the salinity drops.|11 - 13|4 - 50
EBA1_PRE_CB_Sarna_9_7_Essays_03362_F|3|The temperature takes a big part on the corals health because the water can?t be so cold otherwise it loses its salinity which corals need.|13|4 - 50
EBA1_PRE_CB_Sarna_9_7_Essays_03362_F|4|Corals must be in clear water because they have to go thru photosynthesis.|bck|4 - 50
EBA1_PRE_CB_Sarna_9_7_Essays_03362_F|5|The water has to be warm (around 70-85 f).|bck|4 - 50
EBA1_PRE_CB_Sjoholm_3_7_essay_03434_F|1|Coral reefs that bleach means they don?t have that much food or carbon dioxide.|4 - 50|4 - 50; 1 - 3 - 50
EBA1_PRE_CB_Sjoholm_3_7_essay_03434_F|2|Without the carbon dioxide and water the coral reefs wont grow at all.|4|4 - 50; 1 - 3 - 50
EBA1_PRE_CB_Sjoholm_3_7_essay_03434_F|3|They also need light to have food for other algaes.|bck|4 - 50; 1 - 3 - 50
EBA1_PRE_CB_Sjoholm_3_7_essay_03434_F|4|There are different rate times because of the weather or light in the area.|nd|4 - 50; 1 - 3 - 50
EBA1_PRE_CB_Sjoholm_3_7_essay_03434_F|5|Also they don?t have a lot of carbon dioxide to make them grow or feed the algeas.|4|4 - 50; 1 - 3 - 50
EBA1_PRE_CB_Sjoholm_3_7_essay_03434_F|6|Also another thing is the weaker the trade winds the more the coral reefs bleach.|1 - 50|4 - 50; 1 - 3 - 50
EBA1_PRE_CB_Sjoholm_3_7_essay_03434_F|7|Mostly it happens in the pacific ocean and cover 1/3 of the water in earth.|bck|4 - 50; 1 - 3 - 50
EBA1_PRE_CB_Sjoholm_3_7_essay_03434_F|8|With the weak winds the water tempenture will go higher and burn the coral reefs a lot more thats why there were a lot bleached at 1998!!!!|1 - 3 - 50|4 - 50; 1 - 3 - 50
EBA1_PRE_CB_Sjoholm_7_2_Essay_03399_F|1|?The Coral bleaching, this is how the get ther color is by the different types of algae living within the coral.|50|NA
EBA1_PRE_CB_Sjoholm_7_2_Essay_03399_F|2|Some of them lost there color & bean bleach, a plane white that is why it is called coral bleaching.||NA
EBA1_PRE_CB_Sjoholm_7_2_essay_03400_F|1|Coral bleaching comes from people doing stuff to the oceans.|50|NA
EBA1_PRE_CB_Sjoholm_7_2_essay_03400_F|2|By them doing that they are killing the corals and I think are only found in shallow waters, clear, and tropical water.|bck|NA
EBA1_PRE_CB_Sjoholm_7_2_essay_03400_F|3|Carbon is passed from algae to the coral in the form of sugars.|bck|NA
EBA1_PRE_CB_Sjoholm_7_2_essay_03400_F|4| In addition to clear shallow water, reef-building corals need water temperatures between 70-85°F.|bck|NA
EBA1_PRE_CB_Sjoholm_7_2_essay_03400_F|5|The corals are also sensitive to ocean salinity.|V13|NA
EBA1_PRE_CB_Sjoholm_7_2_essay_03400_F|6|I think that coral bleaching is good and bad because I don?t know what coral belching is so I?m just going to go with and know.|nd|NA
EBA1_PRE_CB_Sjoholm_7_2_Essay_03402_F|1|Coral bleaching rates vary because of the changes in weather, their environment, and because of the algae.|50|NA
EBA1_PRE_CB_Sjoholm_7_2_Essay_03402_F|2|These changes make a huge impact on coral reefs because they are very sensitive to ocean salinity and changes in water temperature.|v3|NA
EBA1_PRE_CB_Sjoholm_7_2_Essay_03402_F|3|The changes in weather impact coral reefs because of their sensitivity to water temperature.|v3|NA
EBA1_PRE_CB_Sjoholm_7_2_Essay_03402_F|4|The temperature needs to be about 70-85°F in order for them to feel camfortable.|bck|NA
EBA1_PRE_CB_Sjoholm_7_2_Essay_03402_F|5|Their environment needs to be clear water that is shallow and tropical because algae that lives in the coral tissue needs light to make food.|bck|NA
EBA1_PRE_CB_Sjoholm_7_2_Essay_03402_F|6|The algae uses energy from the sunlight to create sugars and oxygen, which is a mix between carbon dioxide and water.|bck|NA
EBA1_PRE_CB_Sjoholm_7_2_Essay_03402_F|7|If the coral loses its color (coral bleaching then the algae will die, then the coral will die.|50 - 7|NA
EBA1_PRE_CB_Sjoholm_7_2_Essay_03402_F|8|The coral bleaching varies because of changes in weather, their environment and the algae that live inside the coral.||NA
EBA1_PRE_CB_Sjoholm_7_2_Essay_03405_F|1|?? most coral reefs need food to survive so they live in shallow, clear, tropical waters.|bck|7 - 50
EBA1_PRE_CB_Sjoholm_7_2_Essay_03405_F|2|hey live there because the water is clear so the sun hits the water to make algae.|bck|7 - 50
EBA1_PRE_CB_Sjoholm_7_2_Essay_03405_F|3|There are many places to have clear water.|bck|7 - 50
EBA1_PRE_CB_Sjoholm_7_2_Essay_03405_F|4|If corals don?t have algae then they die and turn white.|7 - 50|7 - 50
EBA1_PRE_CB_Sjoholm_7_2_Essay_03405_F|5|(coral bleaching)|50|7 - 50
EBA1_PRE_CB_Sjoholm_7_2_Essay_03405_F|6|The corals are just like us humans because they need food to survive.|bck|7 - 50
EBA1_PRE_CB_Sjoholm_7_2_Essay_03405_F|7|Coral bleaching is a problem between corals and algae.|50|7 - 50
EBA1_PRE_CB_Sjoholm_7_2_Essay_03405_F|8|Corals can still live if they don?t have algae but they can get a disease and that could effect the other animals in the water.|7|7 - 50
EBA1_PRE_CB_Sjoholm_7_2_Essay_03405_F|9|In some places the sun is blocked because the trees or the water is to dark.|nd|7 - 50
EBA1_PRE_CB_Sjoholm_7_2_Essay_03405_F|10|Some coral reefs can live in the dark waters but they won?t get any algae and they could die, or get a disease.|nd|7 - 50
EBA1_PRE_CB_Sjoholm_7_2_Essay_03405_F|11|That?s why corals in the clear, shallow, tropical water to get the algae.|bck|7 - 50
EBA1_PRE_CB_Sjoholm_7_2_Essay_03405_F|12|The reason why they rate vary at different time is because algae only like the sun.|bck|7 - 50
EBA1_PRE_CB_Sjoholm_7_2_Essay_03405_F|13|Say I live in California and there are coral since the weather is so warm in California, the algae leaves because it is very warm.|nd|7 - 50
EBA1_PRE_CB_Sjoholm_7_2_Essay_03405_F|14|The reason it?s very warm is because they we use carbon dioxide.|nd|7 - 50
EBA1_PRE_CB_Sjoholm_7_2_Essay_03405_F|15|Like burning fossile fuels that?s what causes algae to leave so the coral becomes bleached.|7 - 50|7 - 50
EBA1_PRE_CB_Sjoholm_7_2_essay_03406_F|1|Coral bleaching rates vary at different times because if the water was hot, then it would bleach more corals underwater than cold weather.|3-50|3 - 50
EBA1_PRE_CB_Sjoholm_7_2_essay_03406_F|2|According to the text, ?Coral Bleaching happends more often on the Pacific Ocean.?|50|3 - 50
EBA1_PRE_CB_Sjoholm_7_2_essay_03406_F|3|What is also on the text that supports my essay is, ?Coral is often mistaken for a rock or a plant, But it is really made up of tiny animals called polypus.?|bck|3 - 50
EBA1_PRE_CB_Sjoholm_7_2_essay_03406_F|4|And that helps with people who don?t know what corals are made up of.|nd|3 - 50
EBA1_PRE_CB_Sjoholm_7_2_essay_03406_F|5| Since coral reef can only eat little particals in H2O (water), and with corals that are infected with bleach, if they no longer eat the little particles or whatever they eat, they will die.|nd|3 - 50
EBA1_PRE_CB_Sjoholm_7_2_essay_03406_F|6|Since coral reefs can take damage such as in the text, ?Fishing with explosions, and tourists who drop anchors, or walk on reefs.|bck|3 - 50
EBA1_PRE_CB_Sjoholm_7_2_Essay_03407_F|1|What I have learned from this is that Coral Bleaching is bad for the environment and coral reefs.|50|6 - 7 - 50
EBA1_PRE_CB_Sjoholm_7_2_Essay_03407_F|2|Due to coral bleaching many things get harmed not just the coral.|50|6 - 7 - 50
EBA1_PRE_CB_Sjoholm_7_2_Essay_03407_F|3|For Example, the algae, the zooxanthellae also get harmed.|bck|6 - 7 - 50
EBA1_PRE_CB_Sjoholm_7_2_Essay_03407_F|4|What is coral?|nd|6 - 7 - 50
EBA1_PRE_CB_Sjoholm_7_2_Essay_03407_F|5|Coral is not a plant but a living animal.|bck|6 - 7 - 50
EBA1_PRE_CB_Sjoholm_7_2_Essay_03407_F|6|But due to coral bleaching is dieing out.|bck|6 - 7 - 50
EBA1_PRE_CB_Sjoholm_7_2_Essay_03407_F|7|Coral bleaching mainly happens in the Pacific Ocean.|50|6 - 7 - 50
EBA1_PRE_CB_Sjoholm_7_2_Essay_03407_F|8|Coral can be mistaken for a rock or plant, but it isn?t it is made up of little animals called polyps.|bck|6 - 7 - 50
EBA1_PRE_CB_Sjoholm_7_2_Essay_03407_F|9|A polyps has a little body with tenticles.|bck|6 - 7 - 50
EBA1_PRE_CB_Sjoholm_7_2_Essay_03407_F|10|Coral bleaching happens when a lot of stress is on the coral this makes the coral eject the food producing algae.|6 - 7 - 50|6 - 7 - 50
EBA1_PRE_CB_Sjoholm_7_2_Essay_03407_F|11|that is what causes Coral Bleaching.|7 - 50|6 - 7 - 50
EBA1_PRE_CB_Sjoholm_7_2_Essay_03407_F|12|In 1998 there was a big coral bleaching event it kill almost 16% of the worlds coral reefs.|bck|6 - 7 - 50
EBA1_PRE_CB_Sjoholm_7_2_Essay_03409_F|1|?Because since corals are animals and not plants or rocks, this basically affects the environment.|bck|NA
EBA1_PRE_CB_Sjoholm_7_2_Essay_03409_F|2|Why?|nd|NA
EBA1_PRE_CB_Sjoholm_7_2_Essay_03409_F|3|Mainly because corals are human beings which means that we should let them live.|nd|NA
EBA1_PRE_CB_Sjoholm_7_2_Essay_03409_F|4|Plus is can affect out environment by sending the water temperature to rise and also send more waves to the west, well I?m pretty sure it stated that in the text, because it literally did on about the second page 1 even seen it, perhaps the picture represented that to me.|3|NA
EBA1_PRE_CB_Sjoholm_7_2_Essay_03409_F|5|Well I know that it?s bad for coral bleaching, it can some what affect the environment.|50|NA
EBA1_PRE_CB_Sjoholm_7_2_Essay_03409_F|6|For example, the corals die if they get stressed too much in the environment, then they will let out their food processing, food, which is bad for this environment.|6|NA
EBA1_PRE_CB_Sjoholm_7_2_Essay_03409_F|7|And it also really shouldn?t happen at all.|bck|NA
EBA1_PRE_CB_Sjoholm_7_2_Essay_03410_F|1|Coral Bleaching is when corals lose their color.|50|NA
EBA1_PRE_CB_Sjoholm_7_2_Essay_03410_F|2|Most of the Coral Bleaching happens in the Pacific Ocean, in the Pacific Ocean covers 1/3 of the surface of the world.|50|NA
EBA1_PRE_CB_Sjoholm_7_2_Essay_03410_F|3|The Pacific Ocean is filled with fresh water.|bck|NA
EBA1_PRE_CB_Sjoholm_7_2_Essay_03410_F|4|Coral Reefs can also survive in water that has salinity meaning salt water.|bck|NA
EBA1_PRE_CB_Sjoholm_7_2_Essay_03410_F|5|In the text I read that Carbon Dioxide or known as CO2 is what is causing the corals to bleach their colors.|50|NA
EBA1_PRE_CB_Sjoholm_7_2_Essay_03410_F|6|As the temperature swells the water, the sea levels are rising.|bck|NA
EBA1_PRE_CB_Sjoholm_7_2_Essay_03410_F|7|In the year of 1998 coral reefs bleached the most and very severely.|50|NA
EBA1_PRE_CB_Sjoholm_7_2_Essay_03410_F|8|Did you know that an animal can make their own food?|bck|NA
EBA1_PRE_CB_Sjoholm_7_2_Essay_03410_F|9|That falls in to the topic of photosynthesis.|nd|NA
EBA1_PRE_CB_Sjoholm_7_2_Essay_03410_F|10|Photosynthesis is a very cool topic in science, I always wonder how does an animal do such a thing.|nd|NA
